S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
25.19,25.16,24.875,25.785,13.5,14.5,58.0,42.0,0.11,0.08,0.08,0.08,357.5,-0.023077,0.0,0.0,0
25.47,25.47,25.125,26.005,0.0,0.0,0.0,0.0,0.075,0.045,0.055,0.105,352.5,-0.1249995,0.0,0.0,0
25.25,25.035,24.845,25.755,69.0,27.0,66.0,48.5,0.585,0.155,0.145,0.095,402.5,0.6211535,0.5,0.0,1
25.095,25.095,24.565,25.19,0.0,0.0,0.0,0.0,0.075,0.045,0.06,0.095,345.0,0.0,0.0,0.0,0
26.0,26.31,25.595,26.345,66.0,26.0,127.5,30.0,1.5,0.455,1.515,0.375,585.0,-0.1923075,0.5,0.5,2
25.47,25.47,25.065,25.655,0.0,0.0,0.0,0.0,0.065,0.05,0.055,0.085,370.0,-0.078846,0.0,0.0,0
25.315,25.375,24.94,25.595,0.0,0.0,0.0,0.0,0.135,0.05,0.055,0.085,360.0,-0.126923,0.0,0.0,0
25.315,25.44,24.845,25.78,78.5,121.0,34.5,27.0,1.435,0.56,0.29,0.145,405.0,0.551923,0.5,0.5,0
26.315,27.065,26.005,26.44,144.5,232.5,178.5,10.5,1.955,1.495,1.86,0.795,1050.0,2.2615385,0.5,0.5,3
25.25,25.28,24.69,25.53,0.0,0.0,0.0,0.0,0.065,0.045,0.055,0.065,357.5,-0.0326925,0.0,0.0,0
25.25,25.315,24.755,25.505,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.105,350.0,0.0,0.0,0.0,0
25.535,25.505,25.095,26.005,0.0,0.0,1.0,1.0,0.075,0.045,0.075,0.085,417.5,-0.5692305,0.0,0.0,0
25.845,26.03,25.535,26.0,2.5,3.5,18.0,11.5,1.955,0.21,0.355,0.155,780.0,0.126923,0.5,0.5,0
25.25,25.315,24.755,25.44,0.0,0.0,0.0,0.0,0.065,0.045,0.07,0.08,355.0,-0.0115385,0.0,0.0,0
25.47,25.44,24.97,25.655,0.0,0.0,0.0,0.0,0.065,0.07,0.055,0.055,372.5,-0.0153845,0.0,0.0,0
25.97,26.31,25.595,26.315,120.0,27.5,127.5,26.0,0.83,0.415,1.85,0.335,527.5,0.4057695,0.5,0.5,2
25.065,25.065,24.5,25.44,4.0,4.0,19.5,14.0,0.075,0.05,0.06,0.06,357.5,0.0826925,0.0,0.0,0
25.285,25.345,25.0,25.595,8.5,10.0,37.5,26.5,0.07,0.05,0.065,0.105,355.0,-0.071154,0.0,0.0,0
25.095,25.065,24.5,25.22,1.5,1.0,9.0,5.5,0.08,0.05,0.06,0.08,350.0,0.0153845,0.0,0.0,0
25.38,25.41,25.035,25.94,0.0,0.0,0.0,0.0,0.075,0.045,0.065,0.085,362.5,-0.026923,0.0,0.0,0
25.095,25.065,24.5,25.22,1.5,1.0,9.0,5.5,0.08,0.05,0.06,0.08,350.0,0.0153845,0.0,0.0,0
25.16,25.16,24.595,25.28,0.0,0.0,0.0,0.0,0.08,0.045,0.06,0.075,345.0,0.0,0.0,0.0,0
25.845,26.03,25.535,26.0,2.5,3.5,18.0,11.5,1.955,0.21,0.355,0.155,780.0,0.126923,0.5,0.5,3
25.125,25.125,24.75,25.72,5.0,6.0,25.0,17.0,0.08,0.05,0.065,0.08,357.5,0.001923,0.0,0.0,0
25.125,25.125,24.75,25.72,5.0,6.0,25.0,17.0,0.08,0.05,0.065,0.08,357.5,0.001923,0.0,0.0,0
25.25,25.28,24.755,25.47,0.0,0.0,0.0,0.0,0.065,0.06,0.06,0.075,355.0,-0.05,0.0,0.0,0
25.38,25.41,25.035,25.94,0.0,0.0,0.0,0.0,0.075,0.045,0.065,0.085,362.5,-0.026923,0.0,0.0,0
25.065,25.03,24.535,25.155,5.0,5.0,26.5,18.5,0.08,0.05,0.065,0.085,352.5,0.0730765,0.0,0.0,0
25.125,25.095,24.565,25.16,0.0,0.0,0.0,0.0,0.08,0.05,0.055,0.075,345.0,0.0,0.0,0.0,0
25.625,25.595,25.345,25.845,0.0,0.0,0.0,0.0,0.14,0.125,0.14,0.09,540.0,-1.45,0.0,0.0,0
26.005,26.5,25.5,26.345,139.5,140.5,70.5,49.5,1.37,1.285,0.32,0.39,565.0,0.101923,0.5,0.5,1
25.25,25.28,24.785,25.535,0.0,0.0,0.0,0.0,0.07,0.045,0.055,0.1,355.0,0.0,0.0,0.0,0
