S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
25.22,25.19,24.91,25.78,13.0,14.0,58.0,41.0,0.11,0.08,0.09,0.08,355.0,-0.026923,0.0,0.0,0
25.44,25.44,25.095,25.94,0.0,0.0,0.0,0.0,0.075,0.05,0.055,0.095,352.5,-0.115384,0.0,0.0,0
25.28,24.97,24.78,25.69,123.5,36.0,62.0,47.5,0.725,0.16,0.145,0.09,440.0,0.9692305,0.5,0.0,1
25.095,25.06,24.53,25.19,0.0,0.0,0.0,0.0,0.075,0.045,0.05,0.095,345.0,0.0,0.0,0.0,0
26.16,25.845,25.69,26.345,117.5,22.5,188.5,11.5,1.89,0.65,1.675,0.46,692.5,2.811538,0.5,0.5,2
25.44,25.47,24.97,25.75,0.0,0.0,0.0,0.0,0.065,0.05,0.06,0.07,375.0,-0.051923,0.0,0.0,0
25.28,25.345,24.94,25.41,0.0,0.0,0.0,0.0,0.12,0.045,0.055,0.085,350.0,-0.0230765,0.0,0.0,0
25.345,25.31,24.88,25.72,0.0,0.0,0.0,0.0,0.08,0.045,0.06,0.095,355.0,0.0,0.0,0.0,0
26.28,27.22,26.035,26.41,145.5,231.0,175.5,10.0,0.79,0.18,0.255,0.16,1085.0,2.5826915,0.5,0.5,3
25.19,25.25,24.69,25.53,0.0,0.0,0.0,0.0,0.065,0.045,0.06,0.065,360.0,-0.0403845,0.0,0.0,0
25.28,25.28,24.75,25.63,0.0,0.0,0.0,0.0,0.08,0.045,0.07,0.1,355.0,0.0,0.0,0.0,0
25.44,25.44,25.19,26.03,0.0,0.0,0.0,0.0,0.075,0.05,0.07,0.095,352.5,0.107692,0.0,0.0,0
25.905,26.125,25.625,25.875,0.0,0.0,0.0,0.0,0.365,0.05,0.06,0.095,815.0,-0.5326925,0.0,0.0,0
25.25,25.315,24.72,25.565,0.0,0.0,0.0,0.0,0.065,0.05,0.07,0.055,365.0,-0.038461,0.0,0.0,0
25.44,25.41,25.0,25.66,0.0,0.0,0.0,0.0,0.065,0.045,0.055,0.06,372.5,0.0,0.0,0.0,0
26.13,26.0,25.565,26.28,119.0,24.0,196.5,16.0,1.105,0.255,1.41,0.325,605.0,1.784615,0.5,0.5,2
25.06,25.13,24.53,25.41,4.5,4.5,21.0,14.0,0.07,0.045,0.06,0.06,360.0,0.0288455,0.0,0.0,0
25.345,25.41,24.94,25.81,0.0,0.0,0.0,0.0,0.07,0.045,0.055,0.095,355.0,0.0,0.0,0.0,0
25.06,25.03,24.5,25.28,1.5,1.5,9.5,6.0,0.075,0.055,0.07,0.07,352.5,0.0153845,0.0,0.0,0
25.38,25.41,25.065,25.94,0.0,0.0,0.0,0.0,0.08,0.05,0.075,0.1,352.5,-0.084615,0.0,0.0,0
25.06,25.06,24.53,25.13,1.0,1.0,9.0,5.5,0.075,0.05,0.055,0.075,345.0,0.0,0.0,0.0,0
25.13,25.19,24.63,25.28,0.0,0.0,0.0,0.0,0.075,0.045,0.055,0.08,345.0,0.0,0.0,0.0,0
25.78,26.03,25.69,25.845,5.0,6.0,22.0,19.5,0.12,0.095,0.15,0.165,607.5,3.1461535,0.5,0.5,3
25.095,25.095,24.72,25.66,9.5,10.0,45.5,31.0,0.075,0.06,0.07,0.08,357.5,-0.0173075,0.0,0.0,0
25.13,25.13,24.72,25.66,9.5,10.5,47.0,31.5,0.08,0.05,0.07,0.06,357.5,0.001923,0.0,0.0,0
25.28,25.28,24.75,25.505,0.0,0.0,0.0,0.0,0.065,0.06,0.055,0.085,352.5,0.0,0.0,0.0,0
25.38,25.38,24.97,25.88,0.0,0.0,0.0,0.0,0.075,0.045,0.07,0.08,365.0,-0.1442305,0.0,0.0,0
25.06,25.06,24.595,25.19,5.0,5.0,28.5,20.0,0.075,0.05,0.06,0.11,350.0,0.0,0.0,0.0,0
25.13,25.13,24.63,25.19,0.0,0.0,0.0,0.0,0.075,0.05,0.055,0.08,345.0,0.0,0.0,0.0,0
25.535,25.535,25.25,25.845,0.0,0.0,0.0,0.0,0.08,0.045,0.055,0.075,447.5,-0.9403845,0.0,0.0,0
25.97,26.47,25.565,26.315,139.5,141.0,72.5,51.0,0.16,0.1,0.055,0.085,595.0,-0.542308,0.5,0.0,1
25.22,25.25,24.75,25.63,0.0,0.0,0.0,0.0,0.07,0.045,0.06,0.1,355.0,0.0,0.0,0.0,0
25.44,25.47,25.345,26.095,2.0,2.0,11.0,8.0,0.075,0.045,0.07,0.1,352.5,-0.0076925,0.0,0.0,0
25.06,25.03,24.47,25.38,4.5,4.5,21.5,15.5,0.08,0.05,0.055,0.065,360.0,0.132692,0.0,0.0,0
25.22,25.25,24.69,25.47,0.0,0.0,0.0,0.0,0.07,0.045,0.055,0.095,355.0,0.0,0.0,0.0,0
25.5,25.5,25.13,25.69,0.0,0.0,0.0,0.0,0.065,0.045,0.055,0.085,395.0,-1.378846,0.0,0.0,0
25.19,25.19,24.94,25.875,13.5,15.5,63.0,44.5,0.125,0.095,0.08,0.08,357.5,-0.028846,0.0,0.0,0
25.595,25.47,25.065,25.97,140.0,144.0,72.5,53.0,1.09,0.705,0.29,0.22,440.0,1.309615,0.5,0.5,2
26.03,25.75,25.595,26.31,118.5,29.0,52.5,32.0,0.085,0.055,0.12,0.06,597.5,0.821153,0.5,0.0,1
25.595,25.595,25.16,25.75,0.0,0.0,0.0,0.0,0.07,0.045,0.055,0.07,457.5,-1.8288455,0.0,0.0,0
25.38,25.41,25.03,25.94,0.0,0.0,0.0,0.0,0.075,0.06,0.06,0.1,352.5,-0.086538,0.0,0.0,0
25.03,25.03,24.565,25.31,7.5,7.5,38.0,25.5,0.075,0.045,0.055,0.1,355.0,-0.1192305,0.5,0.0,0
25.66,25.66,25.25,25.78,0.0,0.0,0.0,0.0,0.065,0.045,0.06,0.065,527.5,-2.0730765,0.0,0.0,0
25.03,25.03,24.63,25.44,7.5,8.0,38.0,25.0,0.075,0.045,0.055,0.1,355.0,0.0,0.0,0.0,0
25.16,25.19,24.91,25.845,13.0,14.5,58.0,40.5,0.08,0.045,0.055,0.085,357.5,-0.0076925,0.0,0.0,0
26.13,26.095,25.53,26.28,119.0,24.5,200.0,18.0,0.905,0.6,2.045,0.485,570.0,1.357692,0.5,0.5,2
25.38,25.41,25.035,25.94,0.0,0.0,0.0,0.0,0.075,0.05,0.055,0.11,352.5,-0.0596155,0.0,0.0,0
26.16,27.185,26.03,26.38,164.0,255.0,273.0,73.0,0.87,0.33,1.89,0.255,955.0,1.4673075,0.5,0.5,3
25.22,25.28,24.75,25.56,0.0,0.0,0.0,0.0,0.07,0.045,0.055,0.1,355.0,0.0,0.0,0.0,0
25.285,25.345,25.25,26.035,15.0,19.0,69.5,50.0,0.075,0.045,0.06,0.095,355.0,0.0,0.0,0.0,0
25.095,25.125,24.5,25.44,0.0,0.0,0.0,0.0,0.085,0.05,0.07,0.055,357.5,-0.061538,0.0,0.0,0
